Vehicle Spy 3 Bus Traffic File
Save Date,5/19/2015
Save Time,1:51:21 pm
Start Date,5/19/2015
Start Time,1:41:25 pm
System Time,90634458
Notes,

Network Description,Hardware,Network,Protocol,Baud Rate
HS CAN,Default,HS CAN,CAN,500000,
MS CAN,Default,MS CAN,CAN,500000,
SW CAN,Default,SW CAN,CAN,33333,
J1850 VPW,Default,J1850 VPW,J1850 VPW,10417,
ISO9141/KW2K,Default,ISO9141/KW2K,KeyWord 2000,10417,
LSFT CAN,Default,LSFT CAN,CAN,125000,
J1850 PWM,Default,J1850 PWM,J1850 PWM,41600,
J1708,Default,J1708,J1708,9600,
neoVI,Default,neoVI,CAN,,
HS CAN2 (neoVI 3G),Default,HS CAN2 (neoVI 3G),CAN,500000,
HS CAN3 (neoVI 3G),Default,HS CAN3 (neoVI 3G),CAN,500000,
LIN2 (neoVI 3G),Default,LIN2 (neoVI 3G),LIN,10417,
LIN3 (neoVI 3G),Default,LIN3 (neoVI 3G),LIN,10417,
LIN4 (neoVI 3G),Default,LIN4 (neoVI 3G),LIN,10417,
CGI (neoVI 3G),Default,CGI (neoVI 3G),CGI,625000,
LIN,Default,LIN,LIN,10417,
ISO9141/KW2K 2,Default,ISO9141/KW2K 2,KeyWord 2000,10417,
ISO9141/KW2K 3,Default,ISO9141/KW2K 3,KeyWord 2000,10417,
ISO9141/KW2K 4,Default,ISO9141/KW2K 4,KeyWord 2000,10417,
SW CAN2 (neoVI 3G),Default,SW CAN2 (neoVI 3G),CAN,33333,
LSFT CAN2 (neoVI 3G),Default,LSFT CAN2 (neoVI 3G),CAN,125000,
UART (neoVI 3G),Default,UART (neoVI 3G),UART,10417,
UART2 (neoVI 3G),Default,UART2 (neoVI 3G),UART,10417,
neoMOST,Default,neoMOST,MOST,1000000,
MOST (VNET A),Default,MOST (VNET A),MOST,1000000,
FlexRay1A (VNET A),Default,FlexRay1A (VNET A),FlexRay,5000000,
FlexRay1B (VNET A),Default,FlexRay1B (VNET A),FlexRay,5000000,
FlexRay2A (VNET A),Default,FlexRay2A (VNET A),FlexRay,5000000,
FlexRay2B (VNET A),Default,FlexRay2B (VNET A),FlexRay,5000000,
HS CAN (VNET A),Default,HS CAN (VNET A),CAN,500000,
MS CAN (VNET A),Default,MS CAN (VNET A),CAN,500000,
SW CAN (VNET A),Default,SW CAN (VNET A),CAN,500000,
J1850 VPW (VNET A),Default,J1850 VPW (VNET A),CAN,500000,
LSFT CAN (VNET A),Default,LSFT CAN (VNET A),CAN,500000,
J1708 (VNET A),Default,J1708 (VNET A),CAN,500000,
neoVI (VNET A),Default,neoVI (VNET A),CAN,500000,
HS CAN2 (VNET A),Default,HS CAN2 (VNET A),CAN,500000,
HS CAN3 (VNET A),Default,HS CAN3 (VNET A),CAN,500000,
LIN (VNET A),Default,LIN (VNET A),LIN,10417,
LIN2 (VNET A),Default,LIN2 (VNET A),LIN,10417,
LIN3 (VNET A),Default,LIN3 (VNET A),LIN,10417,
LIN4 (VNET A),Default,LIN4 (VNET A),LIN,10417,
CGI (VNET A),Default,CGI (VNET A),CGI,625000,
ISO9141/KW2K (VNET A),Default,ISO9141/KW2K (VNET A),CAN,500000,
ISO9141/KW2K 2 (VNET A),Default,ISO9141/KW2K 2 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 3 (VNET A),Default,ISO9141/KW2K 3 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 4 (VNET A),Default,ISO9141/KW2K 4 (VNET A),KeyWord 2000,10417,



Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
7677,242.49050745368,0.05927643179893494,139706763575296,F,F,J1708 $0A,J1708,,0A,B0,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7679,242.5511364638806,0.06062901020050049,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE F2,,,
7681,242.6104136109352,0.05927714705467224,139706763575296,F,F,J1708 $0A,J1708,,0A,A0,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7683,242.6708347201348,0.06042110919952393,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F7,,,
7685,242.7239761054516,0.05314138531684875,4643306390945792,F,F,J1708 $0A,J1708,,0A,9A,80,46,00,47,00,53,00,59,,,,
7686,242.7906368672848,0.06666076183319092,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE EA,,,
7688,242.850121974945,0.05948510766029358,102323368230912,F,F,J1708 $0A,J1708,,0A,A5,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7690,242.9104390442372,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE FB,,,
7692,242.9700283706188,0.05958932638168335,280444251930624,F,F,J1708 $0A,J1708,,0A,96,80,64,38,66,BC,69,5D,6E,98 A4 7F 05 A8 1D,,,
7694,243.0302412211895,0.06021285057067871,280581690884096,F,F,J1708 $01,J1708,,01,08,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F7,,,
7696,243.0897263586521,0.05948513746261597,102323368230912,F,F,J1708 $0A,J1708,,0A,9A,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7698,243.1500434279442,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE DE,,,
7700,243.2093206048012,0.05927717685699463,102323368230912,F,F,J1708 $0A,J1708,,0A,B0,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7702,243.2698456346988,0.06052502989768982,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE E9,,,
7704,243.3293307125568,0.05948507785797119,102323368230912,F,F,J1708 $0A,J1708,,0A,A8,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
7706,243.3896477818489,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,02 BB 00 00 BE 06,,,
7708,243.4365493655205,0.04690158367156982,4503668414218240,F,F,J1708 $0B,J1708,,0B,8C,80,C2,,,,,,,,,,
7709,243.5094499588012,0.07290059328079224,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F8,,,
7711,243.5689350664616,0.05948510766029358,102323368230912,F,F,J1708 $0A,J1708,,0A,97,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
7713,243.6292546391487,0.06031957268714905,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE DE,,,
7715,243.6885293126106,0.05927467346191406,102323368230912,F,F,J1708 $0A,J1708,,0A,AF,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
7717,243.749054312706,0.06052500009536743,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE EF,,,
7719,243.808539390564,0.05948507785797119,102323368230912,F,F,J1708 $0A,J1708,,0A,A1,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7721,243.8688565194607,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F5,,,
7723,243.9219979345798,0.05314141511917114,4503668414218240,F,F,J1708 $0A,J1708,,0A,9C,80,46,00,47,00,53,00,59,,,,
7724,243.9886586666107,0.06666073203086853,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E7,,,
7726,244.048143774271,0.05948510766029358,102323368230912,F,F,J1708 $0A,J1708,,0A,A7,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7728,244.108567327261,0.06042355298995972,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F7,,,
7730,244.1680499911308,0.05948266386985779,280444251930624,F,F,J1708 $0A,J1708,,0A,9A,80,64,39,66,BB,69,5D,6E,98 A4 7C 05 A8 1D,,,
7732,244.2282630503178,0.06021305918693542,280581690884096,F,F,J1708 $01,J1708,,01,0B,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE 07,,,
7734,244.2877481877804,0.05948513746261597,139706763575296,F,F,J1708 $0B,J1708,,0B,89,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7736,244.296336978674,0.008588790893554688,4503668414218240,F,F,J1708 $00,J1708,,00,F4,88,80,F7,,,,,,,,,
7737,244.3480652272702,0.05172824859619141,280444251930624,F,F,J1708 $80,J1708,,80,81,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E4,,,
7739,244.4073423445225,0.05927711725234985,102323368230912,F,F,J1708 $0A,J1708,,0A,AB,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7741,244.4678674042225,0.06052505970001221,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE E2,,,
7743,244.5273526906967,0.05948528647422791,102323368230912,F,F,J1708 $0A,J1708,,0A,AF,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7745,244.5876696109772,0.06031692028045654,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F7,,,
7747,244.634571224451,0.04690161347389221,4504767925846016,F,F,J1708 $0A,J1708,,0A,9A,80,C2,,,,,,,,,,
7748,244.7074717879296,0.07290056347846985,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F1,,,
7750,244.7668548226356,0.05938303470611572,139706763575296,F,F,J1708 $0A,J1708,,0A,9E,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7752,244.8272739648819,0.06041914224624634,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE EF,,,
7754,244.8866550922394,0.05938112735748291,139706763575296,F,F,J1708 $0A,J1708,,0A,A0,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7756,244.9470761418342,0.06042104959487915,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE FB,,,
7758,245.0065612494946,0.05948510766029358,139706763575296,F,F,J1708 $0A,J1708,,0A,97,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7760,245.0668782889843,0.06031703948974609,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE F7,,,
7762,245.1200197339058,0.05314144492149353,4643306390945792,F,F,J1708 $0A,J1708,,0A,9B,80,46,00,47,00,53,00,59,,,,
7763,245.186680495739,0.06666076183319092,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE D4,,,
7765,245.2461656033993,0.05948510766029358,102323368230912,F,F,J1708 $0A,J1708,,0A,BB,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7767,245.3064826726914,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE EB,,,
7769,245.3662797808647,0.05979710817337036,280444251930624,F,F,J1708 $0A,J1708,,0A,A5,80,64,38,66,BC,69,5D,6E,98 A4 7F 05 A8 1D,,,
7771,245.4262848496437,0.0600050687789917,280581690884096,F,F,J1708 $01,J1708,,01,08,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE 04,,,
7773,245.4856659770012,0.05938112735748291,139706763575296,F,F,J1708 $0B,J1708,,0B,8B,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7775,245.5460870563984,0.06042107939720154,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE EB,,,
7777,245.5618374347687,0.01575037837028504,4784181318254592,F,F,J1708 $0A,J1708,,0A,A4,88,80,54,80,80,54,8E,80,54,,,
7778,245.6076520383358,0.04581460356712341,243060856586240,F,F,J1708 $82,J1708,,82,6C,80,56,00,6C,E7,B9,00,05,BB 00 00 F5 04 B8 AF 20,,,
7780,245.6659931838512,0.05834114551544189,280581690884096,F,F,J1708 $00,J1708,,00,DE,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE DC,,,
7782,245.7252703309059,0.05927714705467224,280512971407360,F,F,J1708 $0A,J1708,,0A,B4,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7784,245.7856914401054,0.06042110919952393,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE ED,,,
7786,245.8325930535794,0.04690161347389221,4504905364799488,F,F,J1708 $0A,J1708,,0A,A4,80,C2,,,,,,,,,,
7787,245.9054935872555,0.07290053367614746,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E8,,,
7789,245.9649786949158,0.05948510766029358,139706763575296,F,F,J1708 $0A,J1708,,0A,A6,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7791,246.0252957642078,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F9,,,
7793,246.084573239088,0.05927747488021851,139706763575296,F,F,J1708 $0A,J1708,,0A,97,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7795,246.1450979411602,0.06052470207214355,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,02 BB 00 00 BE FF,,,
7797,246.2045830488205,0.05948510766029358,139706763575296,F,F,J1708 $0A,J1708,,0A,94,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7799,246.2649001181126,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F7,,,
7801,246.318041563034,0.05314144492149353,4643306390945792,F,F,J1708 $0A,J1708,,0A,99,80,46,00,47,00,53,00,59,,,,
7802,246.3847023248672,0.06666076183319092,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE E3,,,
7804,246.4440834224224,0.05938109755516052,102323368230912,F,F,J1708 $0A,J1708,,0A,AE,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7806,246.5045044720173,0.06042104959487915,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F6,,,
7808,246.564095646143,0.05959117412567139,280444251930624,F,F,J1708 $0A,J1708,,0A,9B,80,64,39,66,BB,69,5D,6E,98 A4 80 05 A8 1D,,,
7810,246.624306678772,0.06021103262901306,280581690884096,F,F,J1708 $01,J1708,,01,07,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE 01,,,
7812,246.6837918162346,0.05948513746261597,139706763575296,F,F,J1708 $0B,J1708,,0B,8E,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
7814,246.7441088557244,0.06031703948974609,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,09 BB 00 00 BE DF,,,
7816,246.8033859729767,0.05927711725234985,102323368230912,F,F,J1708 $0A,J1708,,0A,AD,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
7818,246.8639110326767,0.06052505970001221,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE DD,,,
7820,246.9233961105346,0.05948507785797119,102323368230912,F,F,J1708 $0A,J1708,,0A,B2,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
7822,246.9837132394314,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE F3,,,
7824,247.0306149125099,0.04690167307853699,4504767925846016,F,F,J1708 $0A,J1708,,0A,9F,80,C2,,,,,,,,,,
7825,247.1035154163838,0.07290050387382507,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F4,,,
7827,247.1630004942417,0.05948507785797119,139706763575296,F,F,J1708 $0A,J1708,,0A,9B,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7829,247.2234215736389,0.06042107939720154,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE EA,,,
7831,247.2825947105884,0.05917313694953918,139706763575296,F,F,J1708 $0A,J1708,,0A,A6,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7833,247.3431217372418,0.06052702665328979,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE FB,,,
7835,247.4026048779488,0.05948314070701599,139706763575296,F,F,J1708 $0A,J1708,,0A,95,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7837,247.4630259275436,0.06042104959487915,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F1,,,
7839,247.51606336236,0.05303743481636047,4643306390945792,F,F,J1708 $0A,J1708,,0A,9E,80,46,00,47,00,53,00,59,,,,
7840,247.5827240943908,0.06666073203086853,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE DB,,,
7842,247.6422092616558,0.05948516726493835,102323368230912,F,F,J1708 $0A,J1708,,0A,B4,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7844,247.7026303112507,0.06042104959487915,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE F2,,,
7846,247.7621153891086,0.05948507785797119,280444251930624,F,F,J1708 $0A,J1708,,0A,A0,80,64,38,66,BC,69,5D,6E,98 A4 7F 05 A8 1D,,,
7848,247.8223284780979,0.06021308898925781,280581690884096,F,F,J1708 $01,J1708,,01,08,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE FC,,,
7850,247.8817096054554,0.05938112735748291,102323368230912,F,F,J1708 $0A,J1708,,0A,94,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7852,247.9421306550503,0.06042104959487915,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE F0,,,
7854,248.0015121400356,0.05938148498535156,102323368230912,F,F,J1708 $0A,J1708,,0A,9E,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7856,248.061932861805,0.06042072176933289,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE EB,,,
7858,248.121417939663,0.05948507785797119,102323368230912,F,F,J1708 $0A,J1708,,0A,A6,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7860,248.181735008955,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE F8,,,
7862,248.2286367118358,0.04690170288085938,4504767925846016,F,F,J1708 $0A,J1708,,0A,9A,80,C2,,,,,,,,,,
7863,248.3016411960125,0.07300448417663574,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E7,,,
7865,248.3611263036728,0.05948510766029358,139706763575296,F,F,J1708 $0A,J1708,,0A,A9,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7867,248.4213393628598,0.06021305918693542,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E1,,,
7869,248.4807204902172,0.05938112735748291,139706763575296,F,F,J1708 $0A,J1708,,0A,AE,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7871,248.5411415398121,0.06042104959487915,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE FD,,,
7873,248.6006267368794,0.05948519706726074,139706763575296,F,F,J1708 $0A,J1708,,0A,93,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7875,248.6609437167644,0.06031697988510132,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F9,,,
7877,248.714085161686,0.05314144492149353,4643306390945792,F,F,J1708 $0A,J1708,,0A,97,80,46,00,47,00,53,00,59,,,,
7878,248.7807477116585,0.06666254997253418,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E4,,,
7880,248.8402310609818,0.05948334932327271,102323368230912,F,F,J1708 $0A,J1708,,0A,AB,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7882,248.9005483388901,0.0603172779083252,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE EC,,,
7884,248.9600341022014,0.05948576331138611,280444251930624,F,F,J1708 $0A,J1708,,0A,A6,80,64,38,66,BC,69,5D,6E,98 A4 7A 05 A8 1D,,,
7886,249.0203502774238,0.06031617522239685,280581690884096,F,F,J1708 $01,J1708,,01,0D,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F7,,,
7888,249.0798354148864,0.05948513746261597,102323368230912,F,F,J1708 $0A,J1708,,0A,99,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7890,249.1401524543762,0.06031703948974609,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE F2,,,
7892,249.1994295716286,0.05927711725234985,102323368230912,F,F,J1708 $0A,J1708,,0A,9C,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7894,249.2599563598633,0.06052678823471069,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E5,,,
7896,249.319335758686,0.05937939882278442,102323368230912,F,F,J1708 $0A,J1708,,0A,AB,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7898,249.3797568380832,0.06042107939720154,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F8,,,
7900,249.4265544712544,0.04679763317108154,4504767925846016,F,F,J1708 $0A,J1708,,0A,99,80,C2,,,,,,,,,,
7901,249.4995590150356,0.07300454378128052,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E9,,,
7903,249.559148132801,0.05958911776542664,139706763575296,F,F,J1708 $0A,J1708,,0A,A7,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7905,249.6193611621856,0.06021302938461304,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E3,,,
7907,249.6786383092404,0.05927714705467224,139706763575296,F,F,J1708 $0A,J1708,,0A,AC,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7909,249.739163339138,0.06052502989768982,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE 04,,,
7911,249.7986484766006,0.05948513746261597,139706763575296,F,F,J1708 $0B,J1708,,0B,8C,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7913,249.8589655160904,0.06031703948974609,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE FF,,,
7915,249.9121069610119,0.05314144492149353,4643306390945792,F,F,J1708 $0A,J1708,,0A,90,80,46,00,47,00,53,00,59,,,,
7916,249.9787699580192,0.06666299700737,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE DB,,,
7918,250.0382527410984,0.05948278307914734,102323368230912,F,F,J1708 $0A,J1708,,0A,B3,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7920,250.098570138216,0.06031739711761475,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE ED,,,
7922,250.158161252737,0.05959111452102661,280444251930624,F,F,J1708 $0A,J1708,,0A,A5,80,64,38,66,BC,69,5D,6E,98 A4 7D 05 A8 1D,,,
7924,250.2183721661568,0.06021091341972351,280581690884096,F,F,J1708 $01,J1708,,01,0A,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F8,,,
7926,250.2778571844101,0.05948501825332642,102323368230912,F,F,J1708 $0A,J1708,,0A,98,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7928,250.3381742537022,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E6,,,
7930,250.3974513709545,0.05927711725234985,102323368230912,F,F,J1708 $0A,J1708,,0A,A8,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7932,250.4579780101776,0.06052663922309875,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F7,,,
7934,250.517357558012,0.05937954783439636,102323368230912,F,F,J1708 $0A,J1708,,0A,99,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7936,250.5777786374092,0.06042107939720154,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE FA,,,
7938,250.6246822476387,0.04690361022949219,4504767925846016,F,F,J1708 $0A,J1708,,0A,97,80,C2,,,,,,,,,,
7939,250.6975808143616,0.07289856672286987,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE EF,,,
7941,250.7570659220218,0.05948510766029358,139706763575296,F,F,J1708 $0A,J1708,,0A,A2,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7943,250.817383736372,0.06031781435012817,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E5,,,
7945,250.8766601085663,0.05927637219429016,139706763575296,F,F,J1708 $0A,J1708,,0A,AB,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7947,250.937185138464,0.06052502989768982,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE FA,,,
7949,250.9965662658214,0.05938112735748291,139706763575296,F,F,J1708 $0A,J1708,,0A,97,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7951,251.0569887757302,0.06042250990867615,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE 02,,,
7953,251.1101288199424,0.05314004421234131,4643306390945792,F,F,J1708 $0B,J1708,,0B,8D,80,46,00,47,00,53,00,59,,,,
7954,251.1767894923687,0.06666067242622375,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE DC,,,
7956,251.2362746298313,0.05948513746261597,139706763575296,F,F,J1708 $0A,J1708,,0A,B3,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7958,251.2965916395188,0.06031700968742371,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE F4,,,
